timestamp,Kizgin,Igrenme,Korku,Mutlu,Uzgun,Saskin,Notr
2025-06-12 16:12:42.379807,0.15162350237369537,0.003158951789373532,0.15400797873735428,0.002824508002959192,0.20116521418094635,0.03502227575518191,0.4521976113319397
2025-06-12 16:12:42.651157,0.14662891924381255,0.002587718318682164,0.13769655525684357,0.0027503225952386855,0.1939617782831192,0.02847853703424335,0.487896203994751
2025-06-12 16:12:42.904946,0.14163433611392975,0.0020164848479907963,0.12138513177633287,0.0026761371875181792,0.18675834238529204,0.021934798313304783,0.5235947966575623
2025-06-12 16:12:43.203967,0.13663975298404693,0.0014452513772994276,0.10507370829582213,0.0026019517797976734,0.17955490648746492,0.015391059592366217,0.5592933893203735
2025-06-12 16:12:43.480416,0.13164516985416413,0.0008740179066080598,0.08876228481531143,0.002527766372077167,0.17235147058963773,0.008847320871427651,0.5949919819831848
2025-06-12 16:12:43.730950,0.1266505867242813,0.000302784435916692,0.07245086133480072,0.002453580964356661,0.1651480346918106,0.002303582150489092,0.6306905746459961
2025-06-12 16:12:43.996503,0.12336542606353759,0.0002860163469449617,0.07328121438622474,0.0033117166254669427,0.16238184422254562,0.0023467254359275103,0.6350270628929138
2025-06-12 16:12:44.243205,0.12008026540279389,0.00026924825797323135,0.07411156743764877,0.0041698522865772246,0.15961565375328063,0.0023898687213659286,0.6393635511398316
2025-06-12 16:12:44.523319,0.11679510474205017,0.0002524801690015011,0.0749419204890728,0.005027987947687506,0.15684946328401567,0.002433012006804347,0.6437000393867492
2025-06-12 16:12:44.793353,0.11350994408130646,0.00023571208002977074,0.07577227354049683,0.005886123608797788,0.15408327281475068,0.0024761552922427654,0.648036527633667
2025-06-12 16:12:45.052237,0.11022478342056274,0.0002189439910580404,0.07660262659192085,0.0067442592699080706,0.1513170823454857,0.002519298577681184,0.6523730158805847
2025-06-12 16:12:45.337253,0.10693962275981903,0.00020217590208631008,0.07743297964334488,0.007602394931018352,0.1485508918762207,0.002562441863119602,0.6567095041275024
2025-06-12 16:12:45.604274,0.10365446209907532,0.00018540781311457977,0.0782633326947689,0.008460530592128635,0.1457847014069557,0.0026055851485580206,0.6610459923744202
2025-06-12 16:12:45.859201,0.1003693014383316,0.00016863972414284944,0.07909368574619294,0.009318666253238916,0.14301851093769075,0.002648728433996439,0.6653824806213379
2025-06-12 16:12:46.139400,0.0970841407775879,0.0001518716351711191,0.07992403879761696,0.0101768019143492,0.14025232046842576,0.0026918717194348574,0.6697189688682557
2025-06-12 16:12:46.406031,0.09379898011684418,0.0001351035461993888,0.08075439184904099,0.01103493757545948,0.13748612999916077,0.0027350150048732758,0.6740554571151733
2025-06-12 16:12:46.667350,0.0868250085040927,0.00013694455701624976,0.0753155529499054,0.08629354108124972,0.12541736401617526,0.0030900041107088327,0.6229215949773789
2025-06-12 16:12:46.929027,0.07985103689134121,0.00013878556783311068,0.06987671405076981,0.16155214458703995,0.11334859803318978,0.0034449932165443896,0.5717877328395844
2025-06-12 16:12:47.195226,0.07287706527858973,0.00014062657864997164,0.06443787515163421,0.23681074809283018,0.10127983205020427,0.003799982322379947,0.5206538707017898
2025-06-12 16:12:47.447346,0.06590309366583824,0.00014246758946683257,0.058999036252498624,0.3120693515986204,0.08921106606721878,0.004154971428215503,0.46952000856399534
2025-06-12 16:12:47.709021,0.05892912205308676,0.00014430860028369352,0.05356019735336304,0.38732795510441065,0.07714230008423328,0.004509960534051061,0.41838614642620087
2025-06-12 16:12:47.969157,0.051955150440335274,0.00014614961110055448,0.04812135845422745,0.46258655861020087,0.06507353410124779,0.004864949639886618,0.3672522842884064
2025-06-12 16:12:48.233351,0.04498117882758379,0.0001479906219174154,0.04268251955509186,0.5378451621159911,0.053004768118262297,0.0052199387457221745,0.3161184221506119
2025-06-12 16:12:48.494773,0.038007207214832306,0.00014983163273427636,0.03724368065595626,0.6131037656217814,0.04093600213527679,0.005574927851557732,0.26498456001281734
2025-06-12 16:12:48.765454,0.031033235602080822,0.0001516726435511373,0.031804841756820676,0.6883623691275716,0.028867236152291295,0.005929916957393288,0.21385069787502287
2025-06-12 16:12:49.003358,0.024059263989329338,0.00015351365436799824,0.02636600285768509,0.7636209726333618,0.0167984701693058,0.006284906063228846,0.1627168357372284
2025-06-12 16:12:49.261765,0.02929216157644987,0.0001681629888480529,0.029225214570760726,0.7050880014896392,0.02033149413764477,0.006729364627972245,0.20916557610034942
2025-06-12 16:12:49.531394,0.034525059163570404,0.00018281232332810758,0.03208442628383636,0.6465550303459168,0.023864518105983733,0.007173823192715645,0.25561431646347044
2025-06-12 16:12:49.807861,0.03975795675069094,0.00019746165780816228,0.034943637996912004,0.5880220592021942,0.027397542074322698,0.0076182817574590445,0.3020630568265915
2025-06-12 16:12:50.088049,0.04499085433781147,0.00021211099228821695,0.03780284970998764,0.5294890880584717,0.030930566042661665,0.008062740322202444,0.34851179718971254
2025-06-12 16:12:50.343649,0.050223751924932,0.00022676032676827163,0.04066206142306328,0.47095611691474915,0.03446359001100063,0.008507198886945844,0.39496053755283356
2025-06-12 16:12:50.573270,0.055456649512052536,0.0002414096612483263,0.04352127313613892,0.4124231457710266,0.037996613979339594,0.008951657451689243,0.4414092779159546
2025-06-12 16:12:50.850929,0.06068954709917307,0.00025605899572838097,0.04638048484921455,0.3538901746273041,0.04152963794767857,0.009396116016432643,0.4878580182790756
2025-06-12 16:12:51.104912,0.0659224446862936,0.00027070833020843567,0.04923969656229019,0.2953572034835815,0.04506266191601753,0.009840574581176043,0.5343067586421967
2025-06-12 16:12:51.370005,0.07115534227341413,0.0002853576646884903,0.05209890827536583,0.23682423233985894,0.0485956858843565,0.010285033145919442,0.5807554990053176
2025-06-12 16:12:51.649958,0.07638823986053467,0.000300006999168545,0.05495811998844147,0.17829126119613647,0.052128709852695465,0.010729491710662842,0.6272042393684387
2025-06-12 16:12:51.910368,0.08109513968229294,0.0003067943413043395,0.05802811235189438,0.16084076480474324,0.06575798615813255,0.010111485328525304,0.6238597929477692
2025-06-12 16:12:52.158814,0.08580203950405121,0.0003135816834401339,0.06109810471534729,0.14339026841334998,0.07938726246356964,0.009493478946387768,0.6205153465270996
2025-06-12 16:12:52.411362,0.09050893932580947,0.0003203690255759284,0.0641680970788002,0.12593977202195675,0.09301653876900673,0.00887547256425023,0.61717090010643
2025-06-12 16:12:52.720136,0.09521583914756775,0.00032715636771172283,0.06723808944225311,0.1084892756305635,0.10664581507444382,0.008257466182112694,0.6138264536857605
2025-06-12 16:12:53.018770,0.09992273896932602,0.0003339437098475173,0.07030808180570602,0.09103877923917025,0.1202750913798809,0.007639459799975157,0.6104820072650909
2025-06-12 16:12:53.318116,0.10462963879108429,0.0003407310519833118,0.07337807416915894,0.073588282847777,0.133904367685318,0.00702145341783762,0.6071375608444214
2025-06-12 16:12:53.626180,0.10933653861284257,0.0003475183941191062,0.07644806653261185,0.05613778645638377,0.14753364399075508,0.006403447035700083,0.6037931144237518
2025-06-12 16:12:53.918240,0.11404343843460082,0.0003543057362549007,0.07951805889606475,0.038687290064990526,0.16116292029619217,0.005785440653562545,0.6004486680030823
2025-06-12 16:12:54.199952,0.11875033825635911,0.00036109307839069513,0.08258805125951767,0.021236793673597265,0.17479219660162926,0.005167434271425009,0.5971042215824127
2025-06-12 16:12:54.477492,0.12345723807811737,0.0003678804205264896,0.08565804362297058,0.003786297282204032,0.18842147290706635,0.004549427889287472,0.5937597751617432
2025-06-12 16:12:54.759561,0.17647734135389329,0.0008930370066082106,0.09772050231695176,0.0034319418395170943,0.17982651367783548,0.005239944998174905,0.5364108385518194
2025-06-12 16:12:55.027945,0.2294974446296692,0.0014181935926899315,0.10978296101093292,0.0030775863968301566,0.17123155444860458,0.00593046210706234,0.47906190194189546
2025-06-12 16:12:55.283992,0.2825175479054451,0.0019433501787716522,0.12184541970491408,0.0027232309541432185,0.1626365952193737,0.006620979215949774,0.42171296533197167
2025-06-12 16:12:55.549281,0.33553765118122103,0.0024685067648533734,0.13390787839889526,0.002368875511456281,0.1540416359901428,0.007311496324837208,0.36436402872204776
2025-06-12 16:12:55.815759,0.3885577544569969,0.002993663350935094,0.14597033709287643,0.002014520068769343,0.14544667676091194,0.008002013433724642,0.30701509211212397
2025-06-12 16:12:56.076542,0.4415778577327728,0.0035188199370168147,0.15803279578685758,0.0016601646260824055,0.13685171753168107,0.008692530542612075,0.24966615550220012
2025-06-12 16:12:56.313628,0.4945979610085487,0.004043976523098536,0.1700952544808388,0.0013058091833954679,0.12825675830245017,0.009383047651499509,0.19231721889227632
2025-06-12 16:12:56.577646,0.5476180642843247,0.004569133109180257,0.18215771317481994,0.0009514537407085298,0.11966179907321929,0.010073564760386945,0.13496828228235241
2025-06-12 16:12:56.846529,0.6006381675601006,0.0050942896952619774,0.19422017186880114,0.0005970982980215921,0.11106683984398842,0.010764081869274378,0.07761934567242856
2025-06-12 16:12:57.122156,0.6536582708358765,0.0056194462813436985,0.2062826305627823,0.00024274285533465445,0.10247188061475754,0.011454598978161812,0.02027040906250477
2025-06-12 16:12:57.387072,0.6006365187466145,0.005086999465129338,0.19134459570050238,0.0003168902738252655,0.10658650323748589,0.010695395059883595,0.08533307481557131
2025-06-12 16:12:57.652861,0.5476147666573524,0.004554552648914978,0.1764065608382225,0.0003910376923158765,0.11070112586021423,0.009936191141605377,0.15039574056863786
2025-06-12 16:12:57.929699,0.49459301456809046,0.0040221058327006174,0.1614685259759426,0.0004651851108064875,0.11481574848294258,0.00917698722332716,0.21545840632170438
2025-06-12 16:12:58.186685,0.4415712624788284,0.0034896590164862572,0.14653049111366273,0.0005393325292970986,0.11893037110567092,0.008417783305048943,0.28052107207477095
2025-06-12 16:12:58.445644,0.3885495103895664,0.002957212200271897,0.13159245625138283,0.0006134799477877095,0.12304499372839928,0.007658579386770725,0.34558373782783747
2025-06-12 16:12:58.701044,0.3355277583003044,0.002424765384057537,0.11665442138910294,0.0006876273662783205,0.12715961635112763,0.006899375468492508,0.410646403580904
2025-06-12 16:12:58.955379,0.28250600621104244,0.0018923185678431766,0.10171638652682305,0.0007617747847689315,0.13127423897385598,0.006140171550214291,0.4757090693339705
